country,year,est
portuguese africa,1956,NA
portuguese africa,1957,NA
portuguese africa,1958,NA
portuguese africa,1959,NA
portuguese africa,1960,NA
portuguese africa,1961,NA
portuguese africa,1962,NA
portuguese africa,1963,NA
portuguese africa,1964,0
portuguese africa,1965,0
portuguese africa,1966,0
portuguese africa,1967,0
portuguese africa,1968,0
portuguese africa,1969,0
portuguese africa,1970,0
portuguese africa,1971,0
portuguese africa,1972,0
portuguese africa,1973,NA
portuguese africa,1974,NA
portuguese africa,1975,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1947,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1952,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1956,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1957,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1958,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1959,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1960,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1961,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1962,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1963,0
"portuguese africa (angola, mozambique, and portuguese guinea)",1964,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1965,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1966,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1967,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1968,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1969,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1970,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1971,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1972,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1973,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1974,NA
"portuguese africa (angola, mozambique, and portuguese guinea)",1975,NA
puerto rico,1947,NA
puerto rico,1952,NA
puerto rico,1956,NA
puerto rico,1957,NA
puerto rico,1958,NA
puerto rico,1959,NA
puerto rico,1960,NA
puerto rico,1961,NA
puerto rico,1962,NA
puerto rico,1963,NA
puerto rico,1964,NA
puerto rico,1965,NA
puerto rico,1966,NA
puerto rico,1967,NA
puerto rico,1968,NA
puerto rico,1969,NA
puerto rico,1970,NA
puerto rico,1971,1217
puerto rico,1972,NA
puerto rico,1973,NA
puerto rico,1974,16600
puerto rico,1975,16700
qatar,1947,NA
qatar,1952,NA
qatar,1956,NA
qatar,1957,NA
qatar,1958,NA
qatar,1959,NA
qatar,1960,NA
qatar,1961,NA
qatar,1962,NA
qatar,1963,NA
qatar,1964,NA
qatar,1965,NA
qatar,1966,NA
qatar,1967,NA
qatar,1968,NA
qatar,1969,NA
qatar,1970,NA
qatar,1971,NA
qatar,1972,0
qatar,1973,NA
qatar,1974,NA
qatar,1975,NA
republic of china,1947,NA
republic of china,1952,NA
republic of china,1956,NA
republic of china,1957,NA
republic of china,1958,NA
republic of china,1959,NA
republic of china,1960,NA
republic of china,1961,NA
republic of china,1962,NA
republic of china,1963,0
republic of china,1964,NA
republic of china,1965,NA
republic of china,1966,NA
republic of china,1967,NA
republic of china,1968,NA
republic of china,1969,NA
republic of china,1970,NA
republic of china,1971,NA
republic of china,1972,NA
republic of china,1973,NA
republic of china,1974,NA
republic of china,1975,NA
republic of congo (brazzaville),1947,NA
republic of congo (brazzaville),1952,NA
republic of congo (brazzaville),1956,NA
republic of congo (brazzaville),1957,NA
republic of congo (brazzaville),1958,NA
republic of congo (brazzaville),1959,NA
republic of congo (brazzaville),1960,NA
republic of congo (brazzaville),1961,NA
republic of congo (brazzaville),1962,NA
republic of congo (brazzaville),1963,0
republic of congo (brazzaville),1964,NA
republic of congo (brazzaville),1965,NA
republic of congo (brazzaville),1966,NA
republic of congo (brazzaville),1967,NA
republic of congo (brazzaville),1968,NA
republic of congo (brazzaville),1969,NA
republic of congo (brazzaville),1970,NA
republic of congo (brazzaville),1971,NA
republic of congo (brazzaville),1972,NA
republic of congo (brazzaville),1973,NA
republic of congo (brazzaville),1974,NA
republic of congo (brazzaville),1975,NA
republic of korea (south korea),1947,NA
republic of korea (south korea),1952,NA
republic of korea (south korea),1956,NA
republic of korea (south korea),1957,NA
republic of korea (south korea),1958,NA
republic of korea (south korea),1959,NA
republic of korea (south korea),1960,NA
republic of korea (south korea),1961,NA
republic of korea (south korea),1962,NA
republic of korea (south korea),1963,0
republic of korea (south korea),1964,NA
republic of korea (south korea),1965,NA
republic of korea (south korea),1966,NA
republic of korea (south korea),1967,NA
republic of korea (south korea),1968,NA
republic of korea (south korea),1969,NA
republic of korea (south korea),1970,NA
republic of korea (south korea),1971,NA
republic of korea (south korea),1972,NA
republic of korea (south korea),1973,NA
republic of korea (south korea),1974,NA
republic of korea (south korea),1975,NA
republic of rwanda/kingdom of burundi,1947,NA
republic of rwanda/kingdom of burundi,1952,NA
republic of rwanda/kingdom of burundi,1956,NA
republic of rwanda/kingdom of burundi,1957,NA
republic of rwanda/kingdom of burundi,1958,NA
republic of rwanda/kingdom of burundi,1959,NA
republic of rwanda/kingdom of burundi,1960,NA
republic of rwanda/kingdom of burundi,1961,NA
republic of rwanda/kingdom of burundi,1962,NA
republic of rwanda/kingdom of burundi,1963,0
republic of rwanda/kingdom of burundi,1964,NA
republic of rwanda/kingdom of burundi,1965,NA
republic of rwanda/kingdom of burundi,1966,NA
republic of rwanda/kingdom of burundi,1967,NA
republic of rwanda/kingdom of burundi,1968,NA
republic of rwanda/kingdom of burundi,1969,NA
republic of rwanda/kingdom of burundi,1970,NA
republic of rwanda/kingdom of burundi,1971,NA
republic of rwanda/kingdom of burundi,1972,NA
republic of rwanda/kingdom of burundi,1973,NA
republic of rwanda/kingdom of burundi,1974,NA
republic of rwanda/kingdom of burundi,1975,NA
republic of south africa,1947,NA
republic of south africa,1952,NA
republic of south africa,1956,NA
republic of south africa,1957,NA
republic of south africa,1958,NA
republic of south africa,1959,NA
republic of south africa,1960,NA
republic of south africa,1961,NA
republic of south africa,1962,NA
republic of south africa,1963,800
republic of south africa,1964,NA
republic of south africa,1965,NA
republic of south africa,1966,NA
republic of south africa,1967,NA
republic of south africa,1968,NA
republic of south africa,1969,NA
republic of south africa,1970,NA
republic of south africa,1971,NA
republic of south africa,1972,NA
republic of south africa,1973,NA
republic of south africa,1974,NA
republic of south africa,1975,NA
republic of the congo,1947,NA
republic of the congo,1952,NA
republic of the congo,1956,NA
republic of the congo,1957,NA
republic of the congo,1958,NA
republic of the congo,1959,NA
republic of the congo,1960,50
republic of the congo,1961,NA
republic of the congo,1962,NA
republic of the congo,1963,NA
republic of the congo,1964,NA
republic of the congo,1965,0
republic of the congo,1966,NA
republic of the congo,1967,NA
republic of the congo,1968,0
republic of the congo,1969,NA
republic of the congo,1970,NA
republic of the congo,1971,NA
republic of the congo,1972,NA
republic of the congo,1973,NA
republic of the congo,1974,NA
republic of the congo,1975,NA
republic of the congo (leopoldville),1947,NA
republic of the congo (leopoldville),1952,NA
republic of the congo (leopoldville),1956,NA
republic of the congo (leopoldville),1957,NA
republic of the congo (leopoldville),1958,NA
republic of the congo (leopoldville),1959,NA
republic of the congo (leopoldville),1960,NA
republic of the congo (leopoldville),1961,NA
republic of the congo (leopoldville),1962,NA
republic of the congo (leopoldville),1963,0
republic of the congo (leopoldville),1964,NA
republic of the congo (leopoldville),1965,NA
republic of the congo (leopoldville),1966,NA
republic of the congo (leopoldville),1967,NA
republic of the congo (leopoldville),1968,NA
republic of the congo (leopoldville),1969,NA
republic of the congo (leopoldville),1970,NA
republic of the congo (leopoldville),1971,NA
republic of the congo (leopoldville),1972,NA
republic of the congo (leopoldville),1973,NA
republic of the congo (leopoldville),1974,NA
republic of the congo (leopoldville),1975,NA
republic of vietnam (south vietnam),1947,NA
republic of vietnam (south vietnam),1952,NA
republic of vietnam (south vietnam),1956,NA
republic of vietnam (south vietnam),1957,NA
republic of vietnam (south vietnam),1958,NA
republic of vietnam (south vietnam),1959,NA
republic of vietnam (south vietnam),1960,NA
republic of vietnam (south vietnam),1961,NA
republic of vietnam (south vietnam),1962,NA
republic of vietnam (south vietnam),1963,20000
republic of vietnam (south vietnam),1964,NA
republic of vietnam (south vietnam),1965,NA
republic of vietnam (south vietnam),1966,NA
republic of vietnam (south vietnam),1967,NA
republic of vietnam (south vietnam),1968,NA
republic of vietnam (south vietnam),1969,NA
republic of vietnam (south vietnam),1970,NA
republic of vietnam (south vietnam),1971,350500
republic of vietnam (south vietnam),1972,NA
republic of vietnam (south vietnam),1973,NA
republic of vietnam (south vietnam),1974,435000
republic of vietnam (south vietnam),1975,NA
reunion,1947,NA
reunion,1952,NA
reunion,1956,NA
reunion,1957,NA
reunion,1958,NA
reunion,1959,NA
reunion,1960,NA
reunion,1961,NA
reunion,1962,NA
reunion,1963,NA
reunion,1964,NA
reunion,1965,NA
reunion,1966,NA
reunion,1967,0
reunion,1968,250
reunion,1969,500
reunion,1970,500
reunion,1971,500
reunion,1972,500
reunion,1973,800
reunion,1974,800
reunion,1975,800
rio muni,1947,NA
rio muni,1952,NA
rio muni,1956,NA
rio muni,1957,NA
rio muni,1958,NA
rio muni,1959,NA
rio muni,1960,NA
rio muni,1961,NA
rio muni,1962,NA
rio muni,1963,NA
rio muni,1964,0
rio muni,1965,0
rio muni,1966,0
rio muni,1967,0
rio muni,1968,0
rio muni,1969,NA
rio muni,1970,NA
rio muni,1971,NA
rio muni,1972,NA
rio muni,1973,NA
rio muni,1974,NA
rio muni,1975,NA
rio muni (see spanish africa),1947,NA
rio muni (see spanish africa),1952,NA
rio muni (see spanish africa),1956,NA
rio muni (see spanish africa),1957,NA
rio muni (see spanish africa),1958,NA
rio muni (see spanish africa),1959,NA
rio muni (see spanish africa),1960,NA
rio muni (see spanish africa),1961,NA
rio muni (see spanish africa),1962,NA
rio muni (see spanish africa),1963,NA
rio muni (see spanish africa),1964,NA
rio muni (see spanish africa),1965,NA
rio muni (see spanish africa),1966,NA
rio muni (see spanish africa),1967,NA
rio muni (see spanish africa),1968,0
rio muni (see spanish africa),1969,0
rio muni (see spanish africa),1970,NA
rio muni (see spanish africa),1971,NA
rio muni (see spanish africa),1972,NA
rio muni (see spanish africa),1973,NA
rio muni (see spanish africa),1974,NA
rio muni (see spanish africa),1975,NA
romania,1947,500000
romania,1952,NA
romania,1956,NA
romania,1957,NA
romania,1958,NA
romania,1959,NA
romania,1960,720000
romania,1961,NA
romania,1962,NA
romania,1963,NA
romania,1964,NA
romania,1965,1240000
romania,1966,1450000
romania,1967,1518000
romania,1968,1765000
romania,1969,1800000
romania,1970,1924000
romania,1971,1999710
romania,1972,2175000
romania,1973,2260000
romania,1974,2366000
romania,1975,2480000
rumania,1947,NA
rumania,1952,NA
rumania,1956,NA
rumania,1957,NA
rumania,1958,NA
rumania,1959,NA
rumania,1960,NA
rumania,1961,NA
rumania,1962,NA
rumania,1963,875394
rumania,1964,1240000
rumania,1965,1240000
rumania,1966,NA
rumania,1967,NA
rumania,1968,NA
rumania,1969,NA
rumania,1970,NA
rumania,1971,NA
rumania,1972,NA
rumania,1973,NA
rumania,1974,NA
rumania,1975,NA
rwanda,1947,NA
rwanda,1952,NA
rwanda,1956,NA
rwanda,1957,NA
rwanda,1958,NA
rwanda,1959,NA
rwanda,1960,0
rwanda,1961,NA
rwanda,1962,NA
rwanda,1963,NA
rwanda,1964,0
rwanda,1965,0
rwanda,1966,0
rwanda,1967,0
rwanda,1968,0
rwanda,1969,0
rwanda,1970,0
rwanda,1971,0
rwanda,1972,0
rwanda,1973,NA
rwanda,1974,NA
rwanda,1975,NA
san marino,1947,NA
san marino,1952,NA
san marino,1956,NA
san marino,1957,NA
san marino,1958,NA
san marino,1959,NA
san marino,1960,NA
san marino,1961,NA
san marino,1962,NA
san marino,1963,NA
san marino,1964,NA
san marino,1965,NA
san marino,1966,NA
san marino,1967,NA
san marino,1968,NA
san marino,1969,NA
san marino,1970,NA
san marino,1971,1000
san marino,1972,NA
san marino,1973,NA
san marino,1974,1000
san marino,1975,3246
san marino -- part of italian party,1947,NA
san marino -- part of italian party,1952,NA
san marino -- part of italian party,1956,NA
san marino -- part of italian party,1957,NA
san marino -- part of italian party,1958,NA
san marino -- part of italian party,1959,NA
san marino -- part of italian party,1960,NA
san marino -- part of italian party,1961,NA
san marino -- part of italian party,1962,NA
san marino -- part of italian party,1963,NA
san marino -- part of italian party,1964,NA
san marino -- part of italian party,1965,NA
san marino -- part of italian party,1966,NA
san marino -- part of italian party,1967,NA
san marino -- part of italian party,1968,NA
san marino -- part of italian party,1969,NA
san marino -- part of italian party,1970,NA
san marino -- part of italian party,1971,NA
san marino -- part of italian party,1972,NA
san marino -- part of italian party,1973,NA
san marino -- part of italian party,1974,NA
san marino -- part of italian party,1975,NA
saudi arabia,1947,NA
saudi arabia,1952,NA
saudi arabia,1956,NA
saudi arabia,1957,NA
saudi arabia,1958,NA
saudi arabia,1959,NA
saudi arabia,1960,50
saudi arabia,1961,NA
saudi arabia,1962,NA
saudi arabia,1963,0
saudi arabia,1964,0
saudi arabia,1965,0
saudi arabia,1966,0
saudi arabia,1967,0
saudi arabia,1968,25
saudi arabia,1969,0
saudi arabia,1970,0
saudi arabia,1971,0
saudi arabia,1972,0
saudi arabia,1973,NA
saudi arabia,1974,NA
saudi arabia,1975,NA
senegal,1947,NA
senegal,1952,NA
senegal,1956,NA
senegal,1957,NA
senegal,1958,NA
senegal,1959,NA
senegal,1960,0
senegal,1961,NA
senegal,1962,NA
senegal,1963,0
senegal,1964,0
senegal,1965,0
senegal,1966,0
senegal,1967,0
senegal,1968,NA
senegal,1969,0
senegal,1970,0
senegal,1971,0
senegal,1972,0
senegal,1973,0
senegal,1974,NA
senegal,1975,NA
seychelles,1947,NA
seychelles,1952,NA
seychelles,1956,NA
seychelles,1957,NA
seychelles,1958,NA
seychelles,1959,NA
seychelles,1960,NA
seychelles,1961,NA
seychelles,1962,NA
seychelles,1963,NA
seychelles,1964,NA
seychelles,1965,NA
seychelles,1966,NA
seychelles,1967,NA
seychelles,1968,NA
seychelles,1969,NA
seychelles,1970,NA
seychelles,1971,0
seychelles,1972,0
seychelles,1973,NA
seychelles,1974,NA
seychelles,1975,NA
sierra leone,1947,NA
sierra leone,1952,NA
sierra leone,1956,NA
sierra leone,1957,NA
sierra leone,1958,NA
sierra leone,1959,NA
sierra leone,1960,0
sierra leone,1961,NA
sierra leone,1962,NA
sierra leone,1963,0
sierra leone,1964,0
sierra leone,1965,0
sierra leone,1966,0
sierra leone,1967,0
sierra leone,1968,0
sierra leone,1969,0
sierra leone,1970,0
sierra leone,1971,0
sierra leone,1972,0
sierra leone,1973,NA
sierra leone,1974,NA
sierra leone,1975,NA
singapore,1947,NA
singapore,1952,NA
singapore,1956,NA
singapore,1957,NA
singapore,1958,NA
singapore,1959,NA
singapore,1960,NA
singapore,1961,NA
singapore,1962,NA
singapore,1963,400
singapore,1964,NA
singapore,1965,NA
singapore,1966,200
singapore,1967,200
singapore,1968,200
singapore,1969,200
singapore,1970,200
singapore,1971,200
singapore,1972,200
singapore,1973,200
singapore,1974,NA
singapore,1975,600
somali republic,1947,NA
somali republic,1952,NA
somali republic,1956,NA
somali republic,1957,NA
somali republic,1958,NA
somali republic,1959,NA
somali republic,1960,NA
somali republic,1961,NA
somali republic,1962,NA
somali republic,1963,0
somali republic,1964,NA
somali republic,1965,0
somali republic,1966,0
somali republic,1967,0
somali republic,1968,0
somali republic,1969,0
somali republic,1970,0
somali republic,1971,NA
somali republic,1972,NA
somali republic,1973,NA
somali republic,1974,NA
somali republic,1975,NA
somalia,1947,NA
somalia,1952,NA
somalia,1956,NA
somalia,1957,NA
somalia,1958,NA
somalia,1959,NA
somalia,1960,50
somalia,1961,NA
somalia,1962,NA
somalia,1963,NA
somalia,1964,0
somalia,1965,0
somalia,1966,NA
somalia,1967,NA
somalia,1968,0
somalia,1969,NA
somalia,1970,NA
somalia,1971,0
somalia,1972,0
somalia,1973,NA
somalia,1974,NA
somalia,1975,NA
south africa,1947,1500
south africa,1952,NA
south africa,1956,NA
south africa,1957,NA
south africa,1958,NA
south africa,1959,NA
south africa,1960,1500
south africa,1961,NA
south africa,1962,NA
south africa,1963,NA
south africa,1964,800
south africa,1965,800
south africa,1966,100
south africa,1967,NA
south africa,1968,NA
south africa,1969,NA
south africa,1970,100
south africa,1971,200
south africa,1972,100
south africa,1973,100
south africa,1974,NA
south africa,1975,300
south korea,1947,10000
south korea,1952,NA
south korea,1956,NA
south korea,1957,NA
south korea,1958,NA
south korea,1959,NA
south korea,1960,50
south korea,1961,NA
south korea,1962,NA
south korea,1963,NA
south korea,1964,NA
south korea,1965,50
south korea,1966,NA
south korea,1967,NA
south korea,1968,50
south korea,1969,NA
south korea,1970,NA
south korea,1971,0
south korea,1972,NA
south korea,1973,NA
south korea,1974,NA
south korea,1975,NA
south vietnam,1947,NA
south vietnam,1952,NA
south vietnam,1956,NA
south vietnam,1957,NA
south vietnam,1958,NA
south vietnam,1959,NA
south vietnam,1960,1800
south vietnam,1961,NA
south vietnam,1962,NA
south vietnam,1963,NA
south vietnam,1964,NA
south vietnam,1965,31000
south vietnam,1966,NA
south vietnam,1967,NA
south vietnam,1968,NA
south vietnam,1969,NA
south vietnam,1970,NA
south vietnam,1971,NA
south vietnam,1972,NA
south vietnam,1973,NA
south vietnam,1974,NA
south vietnam,1975,175000
south west africa,1947,NA
south west africa,1952,NA
south west africa,1956,NA
south west africa,1957,NA
south west africa,1958,NA
south west africa,1959,NA
south west africa,1960,NA
south west africa,1961,NA
south west africa,1962,NA
south west africa,1963,NA
south west africa,1964,NA
south west africa,1965,0
south west africa,1966,0
south west africa,1967,0
south west africa,1968,0
south west africa,1969,NA
south west africa,1970,NA
south west africa,1971,NA
south west africa,1972,NA
south west africa,1973,NA
south west africa,1974,NA
south west africa,1975,NA
south west africa (see namibia),1947,NA
south west africa (see namibia),1952,NA
south west africa (see namibia),1956,NA
south west africa (see namibia),1957,NA
south west africa (see namibia),1958,NA
south west africa (see namibia),1959,NA
south west africa (see namibia),1960,NA
south west africa (see namibia),1961,NA
south west africa (see namibia),1962,NA
south west africa (see namibia),1963,NA
south west africa (see namibia),1964,NA
south west africa (see namibia),1965,NA
south west africa (see namibia),1966,NA
south west africa (see namibia),1967,NA
south west africa (see namibia),1968,NA
south west africa (see namibia),1969,NA
south west africa (see namibia),1970,NA
south west africa (see namibia),1971,NA
south west africa (see namibia),1972,0
south west africa (see namibia),1973,NA
south west africa (see namibia),1974,NA
south west africa (see namibia),1975,NA
south yemen,1947,NA
south yemen,1952,NA
south yemen,1956,NA
south yemen,1957,NA
south yemen,1958,NA
south yemen,1959,NA
south yemen,1960,NA
south yemen,1961,NA
south yemen,1962,NA
south yemen,1963,NA
south yemen,1964,NA
south yemen,1965,50
south yemen,1966,NA
south yemen,1967,NA
south yemen,1968,50
south yemen,1969,NA
south yemen,1970,NA
south yemen,1971,NA
south yemen,1972,NA
south yemen,1973,NA
south yemen,1974,NA
south yemen,1975,NA
southern rhodesia,1947,NA
southern rhodesia,1952,NA
southern rhodesia,1956,NA
southern rhodesia,1957,NA
southern rhodesia,1958,NA
southern rhodesia,1959,NA
southern rhodesia,1960,NA
southern rhodesia,1961,NA
southern rhodesia,1962,NA
southern rhodesia,1963,NA
southern rhodesia,1964,0
southern rhodesia,1965,0
southern rhodesia,1966,0
southern rhodesia,1967,0
southern rhodesia,1968,0
southern rhodesia,1969,0
southern rhodesia,1970,0
southern rhodesia,1971,0
southern rhodesia,1972,0
southern rhodesia,1973,NA
southern rhodesia,1974,NA
southern rhodesia,1975,NA
spain,1947,NA
spain,1952,NA
spain,1956,NA
spain,1957,NA
spain,1958,NA
spain,1959,NA
spain,1960,5000
spain,1961,NA
spain,1962,NA
spain,1963,5000
spain,1964,5000
spain,1965,5000
spain,1966,5000
spain,1967,5000
spain,1968,5000
spain,1969,5000
spain,1970,5000
spain,1971,8750
spain,1972,5000
spain,1973,5000
spain,1974,37000
spain,1975,34000
spanish africa,1947,NA
spanish africa,1952,NA
spanish africa,1956,NA
spanish africa,1957,NA
spanish africa,1958,NA
spanish africa,1959,NA
spanish africa,1960,NA
spanish africa,1961,NA
spanish africa,1962,NA
spanish africa,1963,NA
spanish africa,1964,0
spanish africa,1965,0
spanish africa,1966,0
spanish africa,1967,0
spanish africa,1968,0
spanish africa,1969,NA
spanish africa,1970,NA
spanish africa,1971,NA
spanish africa,1972,NA
spanish africa,1973,NA
spanish africa,1974,NA
spanish africa,1975,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1947,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1952,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1956,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1957,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1958,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1959,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1960,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1961,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1962,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1963,0
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1964,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1965,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1966,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1967,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1968,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1969,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1970,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1971,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1972,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1973,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1974,NA
"spanish africa (spanish sahara, ifni, rio muni, fernando po)",1975,NA
spanish sahara,1947,NA
spanish sahara,1952,NA
spanish sahara,1956,NA
spanish sahara,1957,NA
spanish sahara,1958,NA
spanish sahara,1959,NA
spanish sahara,1960,NA
spanish sahara,1961,NA
spanish sahara,1962,NA
spanish sahara,1963,NA
spanish sahara,1964,0
spanish sahara,1965,0
spanish sahara,1966,0
spanish sahara,1967,0
spanish sahara,1968,0
spanish sahara,1969,0
spanish sahara,1970,0
spanish sahara,1971,0
spanish sahara,1972,0
spanish sahara,1973,NA
spanish sahara,1974,NA
spanish sahara,1975,NA
sri lanka,1947,NA
sri lanka,1952,NA
sri lanka,1956,NA
sri lanka,1957,NA
sri lanka,1958,NA
sri lanka,1959,NA
sri lanka,1960,4000
sri lanka,1961,NA
sri lanka,1962,NA
sri lanka,1963,NA
sri lanka,1964,NA
sri lanka,1965,1900
sri lanka,1966,NA
sri lanka,1967,NA
sri lanka,1968,2300
sri lanka,1969,NA
sri lanka,1970,NA
sri lanka,1971,NA
sri lanka,1972,NA
sri lanka,1973,NA
sri lanka,1974,20000
sri lanka,1975,3000
sri lanka (ceylon),1947,NA
sri lanka (ceylon),1952,NA
sri lanka (ceylon),1956,NA
sri lanka (ceylon),1957,NA
sri lanka (ceylon),1958,NA
sri lanka (ceylon),1959,NA
sri lanka (ceylon),1960,NA
sri lanka (ceylon),1961,NA
sri lanka (ceylon),1962,NA
sri lanka (ceylon),1963,NA
sri lanka (ceylon),1964,NA
sri lanka (ceylon),1965,NA
sri lanka (ceylon),1966,NA
sri lanka (ceylon),1967,NA
sri lanka (ceylon),1968,NA
sri lanka (ceylon),1969,NA
sri lanka (ceylon),1970,NA
sri lanka (ceylon),1971,NA
sri lanka (ceylon),1972,NA
sri lanka (ceylon),1973,4000
sri lanka (ceylon),1974,NA
sri lanka (ceylon),1975,NA
sudan,1947,NA
sudan,1952,NA
sudan,1956,NA
sudan,1957,NA
sudan,1958,NA
sudan,1959,NA
sudan,1960,300
sudan,1961,NA
sudan,1962,NA
sudan,1963,1500
sudan,1964,1500
sudan,1965,2500
sudan,1966,8000
sudan,1967,7500
sudan,1968,7500
sudan,1969,7500
sudan,1970,7500
sudan,1971,7500
sudan,1972,7500
sudan,1973,7500
sudan,1974,7500
sudan,1975,7500
surinam,1947,NA
surinam,1952,NA
surinam,1956,NA
surinam,1957,NA
surinam,1958,NA
surinam,1959,NA
surinam,1960,NA
surinam,1961,NA
surinam,1962,NA
surinam,1963,0
surinam,1964,0
surinam,1965,0
surinam,1966,0
surinam,1967,0
surinam,1968,0
surinam,1969,0
surinam,1970,0
surinam,1971,NA
surinam,1972,0
surinam,1973,NA
surinam,1974,NA
surinam,1975,NA
suriname,1947,NA
suriname,1952,NA
suriname,1956,NA
suriname,1957,NA
suriname,1958,NA
suriname,1959,NA
suriname,1960,0
suriname,1961,NA
suriname,1962,NA
suriname,1963,NA
suriname,1964,NA
suriname,1965,0
suriname,1966,NA
suriname,1967,NA
suriname,1968,0
suriname,1969,NA
suriname,1970,NA
suriname,1971,0
suriname,1972,NA
suriname,1973,NA
suriname,1974,NA
suriname,1975,NA
swaziland,1947,NA
swaziland,1952,NA
swaziland,1956,NA
swaziland,1957,NA
swaziland,1958,NA
swaziland,1959,NA
swaziland,1960,NA
swaziland,1961,NA
swaziland,1962,NA
swaziland,1963,NA
swaziland,1964,0
swaziland,1965,0
swaziland,1966,0
swaziland,1967,0
swaziland,1968,0
swaziland,1969,0
swaziland,1970,NA
swaziland,1971,0
swaziland,1972,NA
swaziland,1973,NA
swaziland,1974,NA
swaziland,1975,NA
swaziland (see botswana),1947,NA
swaziland (see botswana),1952,NA
swaziland (see botswana),1956,NA
swaziland (see botswana),1957,NA
swaziland (see botswana),1958,NA
swaziland (see botswana),1959,NA
swaziland (see botswana),1960,NA
swaziland (see botswana),1961,NA
swaziland (see botswana),1962,NA
swaziland (see botswana),1963,NA
swaziland (see botswana),1964,NA
swaziland (see botswana),1965,NA
swaziland (see botswana),1966,NA
swaziland (see botswana),1967,NA
swaziland (see botswana),1968,NA
swaziland (see botswana),1969,NA
swaziland (see botswana),1970,0
swaziland (see botswana),1971,NA
swaziland (see botswana),1972,0
swaziland (see botswana),1973,NA
swaziland (see botswana),1974,NA
swaziland (see botswana),1975,NA
sweden,1947,46000
sweden,1952,NA
sweden,1956,NA
sweden,1957,NA
sweden,1958,NA
sweden,1959,NA
sweden,1960,25000
sweden,1961,NA
sweden,1962,NA
sweden,1963,25000
sweden,1964,20000
sweden,1965,20000
sweden,1966,20000
sweden,1967,29000
sweden,1968,29000
sweden,1969,29000
sweden,1970,24000
sweden,1971,17000
sweden,1972,17000
sweden,1973,17000
sweden,1974,17000
sweden,1975,17000
switzerland,1947,20000
switzerland,1952,NA
switzerland,1956,NA
switzerland,1957,NA
switzerland,1958,NA
switzerland,1959,NA
switzerland,1960,6000
switzerland,1961,NA
switzerland,1962,NA
switzerland,1963,6000
switzerland,1964,3000
switzerland,1965,4500
switzerland,1966,2000
switzerland,1967,4000
switzerland,1968,NA
switzerland,1969,4000
switzerland,1970,4500
switzerland,1971,4125
switzerland,1972,3500
switzerland,1973,3000
switzerland,1974,4750
switzerland,1975,5000
syria,1947,8000
syria,1952,NA
syria,1956,NA
syria,1957,NA
syria,1958,NA
syria,1959,NA
syria,1960,1500
syria,1961,NA
syria,1962,NA
syria,1963,1000
syria,1964,4500
syria,1965,4000
syria,1966,3000
syria,1967,3000
syria,1968,3000
syria,1969,3000
syria,1970,3000
syria,1971,3250
syria,1972,3000
syria,1973,3000
syria,1974,3500
syria,1975,3500
taiwan,1947,NA
taiwan,1952,NA
taiwan,1956,NA
taiwan,1957,NA
