year\variable,category,area_prefix,area,party_name,population_est,party_membership,cp_membership_num,pct_of_pop,status,sino_soviet,pub_names,pub_circs,date_founded,party_leader,pct_vote,vote_as_of,seats_txt,seats_controlled,total_seats,seats_pct,leg_text,last_congress
,,,Lesotho,Communist Party of Lesotho (CPL),1474000,no data,N/A,,0,,,,1962,Jacob M. Kena,N/A,,,N/A,N/A,,,"Sixth, May 1982"
,,,Mozambique,Front for the Liberation of Mozambique (FRELIMO),13413000,130000 cl,130000,,*,,,,1962,Samora Moises Machel (chairman),N/A,1977,All 226 FRELIMO approved,226,226,,,"Fourth, 26-29 Apr. 1983"
,,,Nigeria,Socialist Working People's Party (SWPP),88148000,no data,N/A,,0,,,,1978,Dapo Fatogun,N/A,1983,,N/A,N/A,,,"First, Nov. 1978"
,,,Reunion,Reunion Communist Party (PCR),535000,10000 cl,10000,,+,,,,1959,Paul Verges,32.73,1983,16 of 45 (local assembly); none in Paris,16,45,,,"Fifth, 12-14 July 1980"
,,,Senegal,Independence and Labor Party (PIT),6541000,no data,N/A,,+,,,,1981,Amath Dansoko (elected at congress),0.5,1983,None,0,N/A,,,"Second, 28-30 Sept. 1984"
,,,South Africa,South African Communist Party (SACP),31688000,no data,N/A,,0,,,,1921,Moses Mabhida,N/A,,,N/A,N/A,,,"Sixth, Dec. 1984, in London"
,,,Sudan,Sudanese Communist Party (SCP),21103000,1500 est,1500,,0,,,,1946,Muhammad Ibrahim Nugud Mansur,N/A,,,N/A,N/A,,,"Fourth (legal), 31 Oct. 1967"
,,,Zimbabwe,Zimbabwe African National Union (ZANU-PF),8325000,no data,N/A,,*,,,,1963,Robert Mugabe (president),71,1984,58 of 100 (57 of 80 reserved for blacks),58,100,,,"Fifth, 8-12 Aug. 1984"
1985,The Americas (29),,Argentina,Communist Party of Argentina (PCA),30097000,70000 est,70000,,+,,,,1918,Athos Fava,1.3,1983,None,0,N/A,,,Extraord. 5-6 Sept. 1983
,,,Bolivia,Communist Party of Bolivia (PCB),6037000,300 est,300,,+,,,,1950,Jorge Kolle Cueto,N/A,1980,,N/A,N/A,,,"Fourth, Apr. 1979"
,,,Brazil,Brazilian Communist Party (PCB); Communist Party of Brazil,134380000,8000 est,8000,,#,,,,1960; 1922,Giocondo Dias,N/A,1985,,N/A,N/A,,,"Seventh (called National Meeting of Communists), Jan. 1984"
,,,Canada,Communist Party of Canada (CPC),25142000,2500 est,2500,,+,,,,1921,William Kashtan,0.05,1984,None,0,N/A,,,"Twenty-fifth, 13-15 Feb. 1982"
,,,Chile,Communist Party of Chile (CPC),11655000,20000 est,20000,,0,,,,1922,Luis Corvalan,N/A,,,N/A,N/A,,,"Sixteenth, June 1984 (clandestine in Chile and abroad)"
,,,Colombia,Communist Party of Colombia (PCC),28248000,12000 est,12000,,+,,,,1930,Gilberto Vieira,1.2,1982,3 of 199,3,199,,,"Fourteenth, 7-11 Nov. 1984"
,,,Costa Rica,"Popular Vanguard Party (PVP); Costa Rican People's Party (PPC), split from PVP",2693000,3500 est (prior to split); no data,3500,,+,,,,1931; 1984,Humberto Vargas Carbonell; Manuel Mora Valverde,3.2,1982,4 of 57 (United People's Coalition),4,57,,,"Fourteenth, 8 Apr. 1984, Fifteenth, 15-16 Sept. 1984; Fourteenth, 10-11 Mar. 1984"
,,,Cuba,Cuban Communist Party (PCC),9995000,434143 cl,434143,,*,,,,1965,Fidel Castro Ruz [sic],N/A,1981,All 499 PCC approved,499,499,,,"Second, 17-20 Dec. 1981"
,,,Dominican Republic,Dominican Communist Party (PCD),6416000,750 est,750,,+,,,,1944,Narciso Isa Conde,7.1,1982,None,0,N/A,,,"Third, 15-17 Mar. 1984"
,,,Ecuador,Communist Party of Ecuador (PCE),9091000,500 est,500,,+,,,,1928,Rene Mauge Moskera,3.6; 4.0,1984,"2 of 71 (Broad Leftist Front, FADI), 4.0 (1984) in pres. Elec. For Mauge, FADI cand.",2,71,,,"Tenth, 27-29 Nov. 1981"
,,,El Salvador,Communist Party of El Salvador (PCES) (one of five in FMLN),4829000,500 est,500,,0,,,,1928,Shafik Jorge Handal,N/A,1984,,N/A,N/A,,,"Sixth, Aug. 1970"
,,,Grenada,Maurice Bishop Patriotic Movement (MBPM),113000,no data,N/A,,+,,,,1984,Kenrick Radix,5,1984,None,0,N/A,,,N/A
,,,Guadeloupe,Communist Party of Guadeloupe (PCG),332000,3000 est,3000,,+,,,,1958,Guy Daninthe,22.6,1983,11 of 41 (local assembly); 1 of 3 in Paris,11,41,,,"Eighth, 27-29 Apr. 1984"
,,,Guatemala,Guatemalan Party of Labor (PGT),7956000,750 est,750,,0,,,,1950,Carlos Gonzalez,N/A,1984,,N/A,N/A,,,"Fourth, Dec. 1969"
,,,Guyana,People's Progressive Party (PPP),837000,200 est,200,,+,,,,1950,Cheddi Jagan,19.5,1980,10 of 65,10,65,,,"Twenty-first, 31 July-2 Aug. 1982"
,,,Haiti,Unified Party of Haitian Communists (PUCH),5805000,no data,N/A,,0,,,,1968,Rene Theodore,N/A,1984,,N/A,N/A,,,"First, late 1978 or early 1979"
,,,Honduras,"Honduran Communist Party (PCH) (one of six in the MHR, 1982)",4424000,no data,N/A,,0,,,,1954,Rigoberto Padilla Rush (expelled in Oct. ?),N/A,1981,,N/A,N/A,,,"Third, Mar. 1977"
,,,Jamaica,Workers' Party of Jamaica (WPJ),2338000,50 est,50,,+,,,,1978,Trevor Munroe,N/A,1983,,N/A,N/A,,,"Third, 14-21 Dec. 1984"
,,,Martinique,Martinique Communist Party (PCM),330000,1000 est,1000,,+,,,,1957,Armand Nicolas,9.07,1983,4 of 41 (local assembly); none in Paris,4,41,,,"Eighth, 12-13 Nov. 1983"
,,,Mexico,United Socialist Party of Mexico (PSUM),77659000,40800 cl,40800,,+,,,,1981,Pablo Gomez Alvarez,4.3,1982,17 of 400,17,400,,,"Second, 9-14 Aug. 1983"
,,,Nicaragua,Nicaraguan Socialist Party (PSN); Sandinista Front of National Liberation (FSLN),2914000,250 est; 4000 cl,4250,,+; *,,,,1939; 1960,Luis Sanchez Sancho; Bayardo Arce Castano (coord. Of Political Committee),1.3; 67.0,1984; 1984,2 of 96; 61 of 96,63,96,,,"Tenth, Oct. 1973"
,,,Panama,People's Party of Panama (PPP),2101000,35000 cl,35000,,+,,,,1943,Ruben Dario Souza,N/A,1984,None,0,N/A,,,"Sixth, 8-10 Feb. 1980"
,,,Paraguay,Paraguayan Communist Party (PCP),3623000,3500 est,3500,,0,,,,1928,Antonio Maidana (arrested 1980),N/A,1973,,N/A,N/A,,,"Third, 10 Apr. 1971"
,,,Peru,Peruvian Communist Party (PCP),19157000,5000 est,5000,,+,,,,1930,Jorge del Prado,2.8,1980,2 of 60,2,60,,,"Eighth Extraord., 27-31 Jan. 1982"
,,,Puerto Rico,Puerto Rican Communist Party (PCP),3196520,125 est,125,,+,,,,1934,Frank Irrizarry,N/A,1984,,N/A,N/A,,,unknown
,,,Suriname,Revolutionary People's Party (RVP),370000,100 est,100,,+,,,,1981,Edward Naarendorp,N/A,,,N/A,N/A,,,"First, 1981"
,,,United States,Communist Party USA (CPUSA),236413000,17500 cl,17500,,+,,,,1919,Gus Hall,0.01,1984,None,0,N/A,,,"Twenty-third, 10-13 Nov. 1983"
,,,Uruguay,Communist Party of Uruguay (PCU),2926000,7500 est,7500,,0 (permitted within Broad Front),,,,1920,Rodney Arismendi,6,1984,"none (Broad Front coalition, 21% of vote)",0,N/A,,,"Twentieth, Dec. 1970)"
,,,Venezuela,Communist Party of Venezuela (PCV),18552000,4000 est,4000,,+,,,,1931,Jesus Faria,2,1983,3 of 195,3,195,,,"Sixth, 8-11 Aug. 1980"
1985,Asia and the Pacific (21),,Afghanistan,People's Democratic Party of Afghanistan (PDPA),14448000,120000 cl,120000,,*,,,,1965,Babrak Karmal,N/A,1978,(Rev. Council in power since Apr. 1978),N/A,N/A,,,"Nat'l Conf., 14-15 Mar. 1982"
,,,Australia,Communist Party of Australia (CPA); Socialist Party of Australia (SPA),15462000,1500 est; 1000 est,2500,,+; +,,,,1920; 1971,Judy Mundey; Peter Dudley Symon,N/A,1984,None; None,0,N/A,,,"Twenty-eighth, 4 Nov. 1984; Fifth, 28 Sept.-1 Oct. 1984"
,,,Bangladesh,Communist Party of Bangladesh (CPB),99585000,3000 est,3000,,+,,,,1948,Muhammed Farhad,N/A,1981,,N/A,N/A,,,"Third, Feb. 1980"
,,,Burma,Burmese Communist Party (BCP),36196000,3000 cl,3000,,0,,,,1939,Thakin Ba Thein Tin (CC chmn.),N/A,,,N/A,N/A,,,"Second, 20 July 1945 (last known)"
,,,China,Chinese Commuist Party (CCP),1034907000,over 40000000 cl,40000000,,*,,,,1921,Hu Yaobang,N/A,,All [?] CCP approved,N/A,N/A,,,"Twelfth, [?]-11 Sept. 1982"
,,,India,Communist Party of India (CPI); Communist Party Marxist (CPM),746388000,478500 cl; 271500 cl,750000,,*; *,,,,1928; 1964,C. Rajeswara Rao; E.M.S. Namboodiripad,2.7[?]; [?],1984,6 of 544; 22 of 544,28,544,,,"Twelfth, 21-28 Mar. 1982; Eleventh, 26-31 Jan. 1982"
,,,Indonesia,Indonesian Communist Party (PKI) (split),169442000,"250 est (in exile, combined est.)",250,,0,,,,1920,"Jusuf Adjitorop (pro-Beijing faction), Sadiatjaya Sudiman (pro-Moscow faction)",N/A,,,N/A,N/A,,,"Seventh Extraord., Apr. 1962"
,,,Japan,Japan Communist Party (JCP),120017467,480000 cl,480000,,[?],,,,1922,Tetsuzo Puwa,9.43,1983,26 of 511,26,511,,,"Sixteenth, 27-31 July 1982"
,,,Kampuchea,Kampuchean People's Revolutionary Party (KPRP); Democratic Kampuchea (DK) or Kampuchean Communist Party (KCP),6118000,700 est; no data,700,,*; 0,,,,1951; 1960,Heng Samrin; Pol Pot,99,1981,All 117,117,117,,,"Fourth, 26-29 May 1981; unknown"
,,,Korea (North),Korean Workers' Party (KWP),19630000,3000000 cl,3000000,,*,,,,1949,Kim Il-song,100,1982,All 615 KWP approved,615,615,,,"Sixth, 10-15 Oct. 1980"
,,,Laos,Lao People's Revolutionary Party (LPRP),3732000,35000 est,35000,,*,,,,1955,Kaysone Phomvihane,N/A,Dec. 1975,Supreme People's Assembly (all 45 appointed by LPRP),45,45,,,"Third, 27-30 Apr. 1982"
,,,Malaysia,Communist Party of Malaya (CPM); Communist Party of Malaysia (MCP),15330000,1100 est; 800 est,1900,,0; 0,,,,1930; 1983,Chin Peng; Ah Leng,N/A,,,N/A,N/A,,,1965 (last known); unknown
,,,Mongolia,Mongolian People's Revolutionary Party (MPRP),1860000,76240 cl,76240,,*,,,,1921,Jambyn Batmonh,99,1981,all 370 MPRP approved,370,370,,,"Eighteenth, 26-31 May 1981"
,,,Nepal,Nepal Communist Party (NCP) (factions),16578000,5000 est (75% pro-Beijing and neutral),5000,,0,,,,1949,Man Mohan Adhikary,N/A,,,N/A,N/A,,,"Third, 1968"
,,,New Zealand,Communist Party of New Zealand (CPNZ); Socialist Unity Party (SUP),3238000,50 est; 100 est,150,,+; +,,,,1921; 1966,Richard C. Wolfe; George Jackson,0.5,1984,None,0,N/A,,,"26-28 Jan. 1979 (first since 1966); Sixth, 22-24 Oct. 1982"
,,,Pakistan,Communist Party of Pakistan (CPP),96628000,under 200 est,200,,0 (since 1954),,,,1948,Imam Ali Nazish,N/A,,,N/A,N/A,,,"First (cland.), 1976"
,,,Philippines,"Philippine Communist Party (PKP); Communist Party of the Philippines, Marxist-Leninist (CPP-ML)",55528000,8000 est; 30000 cl,38000,,#; 0,,,,1930; 1968,Felicismo Macapagal; Rafael Baylosis,N/A,,,N/A,N/A,,,"Eighth, 1980; Re-establishment, 26 Dec. 1968"
,,,Singapore,"Communist Party of Malaya, branch (CPM)",2531000,200 est,200,,0,,,,1930,Chin Peng,N/A,,,N/A,N/A,,,unknown
,,,Sri Lanka,Communist Party of Sri Lanka (CPSL),15925000,6000 est,6000,,+,,,,1943,Kattorge P. Silva,1.9,1977,1 of 168,1,168,,,"Twelfth, 27-29 Jan. 1984"
,,,Thailand,Communist Party of Thailand (CPT),51724000,1200 est,1200,,0,,,,1942,Virat Angkhathavorn (active leader),N/A,,,N/A,N/A,,,"Fifth (cland.), Feb. 1984"
,,,Vietnam,Vietnamese Communist Party (VCP),59030000,1730214 cl,1730214,,*,,,,1930,Le Duan,97.9,1981,All 496 approved by Fatherland Front,496,496,,,"Fifth, 27-31 March 1982"
1985,Eastern Europe and USSR (9),,Albania,Albanian Party of Labor (APL),2906000,122000 cl,122000,,*,,,,1941,Enver Hoxha,99.9,1982,All 250 Democratic Front,250,250,,,"Eighth, 1-8 Nov. 1981"
,,,Bulgaria,Bulgarian Communist Party (BCP),8969000,825876 cl,825876,,*,,,,1903,Todor Zhikov,99.9,1981,All 400 Fatherland front,400,400,,,"Twelfth, 31 Mar.-4 Apr. 1981"
,,,Czechoslovakia,Communist Party of Czechoslovakia (KSC),15420000,1623000 cl,1623000,,*,,,,1921,Gustav Husak,99,1981,All 350 National Front,350,350,,,"Sixteenth, 6-10 Apr. 1981"
,,,Germany: German Democratic Republic,Socialist Unity Party (SED),16717000,2202277 cl,2202277,,*,,,,1946,Erich Honecker,99.9,1981,All 500 National Front,500,500,,,"Tenth, 11-16 Apr. 1981"
,,,Hungary,Hungarian Socialist Worker's Party (HSWP),10681000,232000 cl,232000,,*,,,,1956,Jamos Kadar,99.3,1980,All 352 Patriotic People's Front,352,352,,,"Twelfth, 24-27 Mar. 1980"
,,,Poland,Polish United Workers' Party (PUWP),36887000,2186000 cl,2186000,,*,,,,1948,Wojciech Jaruzelski,99.5,1980,All 460 Fatherland Front,460,460,,,"Ninth Extraord., 14-20 July 1981"
,,,Romania,Romanian Communist Party (PCR),22683000,3400000 cl,3400000,,*,,,,1921,Nicolae Ceausescu,98.5,1980,All 369 Front of Socialist Democracy and Unity,369,369,,,"Thirteenth, 19-22 Nov. 1984"
,,,USSR,Communist Party of the Soviet Union (CPSU),274860000,18500000 cl,18500000,,*,,,,1898,Konstantin U. Chernenko (Feb. 1984),99.9,1984,All 1500 CPSU approved (71.4% of 1500 are CPSU members),1500,1500,,,"Twenty-sixth, 23 Feb.-4 Mar. 1981"
,,,Yugoslavia,League of Communists of Yugoslavia (LCY),22997000,2500000 cl,2500000,,*,,,,1920,Dimce Belovski,N/A,1982,All 308 Socialist Alliance (all LCY approved),308,308,,,"Twelfth, 26-29 June 1982"
1985,Middle East (13),,Algeria,Socialist Vanguard Party (PAGS),21351000,450 est,450,,0,,,,1920,Sadiq Hadjeres (first secretary),N/A,,,N/A,N/A,,,"Sixth, Feb. 1952"
,,,Bahrain,Bahrain National Liberation Front (NLF/B),409000,negligible,0,,0,,,,1955,Yusuf al-Hassan al-Ajajai,N/A,,,N/A,N/A,,,unknown
,,,Egypt,Egyptian Communist Party (ECP),47049000,500 est,500,,0,,,,1921,Farid Mujahid,N/A,,,N/A,N/A,,,"First (held in Egypt), Sept. 1980"
,,,Iran,Communist Party of Iran (Tudeh Party) (dissolved May 1983),43820000,2000 est (early 1983),2000,,0,,,,1941,"Nureddin Kianuri (imprisoned), Ali Khavari (provisional leader in exile)",3,1980,0 of 270,0,270,,,1965
,,,Iraq,Iraqi Communist Party (ICP),15000000,no data,N/A,,0,,,,1932,Aziz Muhammad,N/A,,,N/A,N/A,,,"Third, 4-6 May 1976"
,,,Israel,"Communist Party of Israel (CPI, ""Rakah""); Palestine Communist Party",4235000 (incl. E. Jerusalem),1500 est,1500,,+,,,,1948; 1922,Meir Vilner,3.4,1984,4 of 120,4,120,,,"Nineteenth, 11-14 Feb. 1981"
,,,Jordan,Communist Party of Jordan (CPJ),2689000,1000 est,1000,,0,,,,1951,Fa'iq Muhammad Warrad,N/A,,,N/A,N/A,,,"Second, Dec. 1983"
,,,Lebanon,Lebanese Communist Party (LCP),2601000,15000 cl,15000,,+,,,,1924,George Hawi,N/A,1972,,N/A,N/A,,,"Fourth, 1979"
,,,Morocco,Party of Progress and Socialism (PPS),23565000,30000 cl,30000,,+,,,,1974,`Ali Yata,2.3,1984,2 of 306,2,306,,,"Third, 25-27 Mar. 1983"
,,,Palestine,Palestine Communist Party (PCP),4500000,200 est,200,,0 but tolerated,,,,1982,Bashir al-Barghuti (presumed),N/A,,,N/A,N/A,,,"First, presumably in 1984"
,,,Saudi Arabia,Communist Party of Saudi Arabia (CPSA),10794000,negligible,0,,0,,,,1975,Ahmad Musa,N/A,,,N/A,N/A,,,"Second, Aug. 1983"
,,,Syria,Syrian Communist Party (SCP),10400000,5000 est,5000,,+,,,,1944,Khalid Bakhdash,0,1981,None,0,N/A,,,"Fifth, May 1980"
,,,Tunisia,Tunisian Communist Party (PCT),6970000 (1984 census),2000 est,2000,,+,,,,1934,Muhammad Harmel (first secretary),0.78,1981,None,0,N/A,,,"Eighth, Feb. 1981"
,,,Yemen (PDRY),Yemen Socialist Party (YSP),2147000,26000 cl,26000,,*,,,,1978,Ali Nasir Muhammad al-Hasani,N/A,1978,All 111 YSP approved,111,111,,,"Second Extraord., 12-14 Oct. 1980"
1985,Western Europe (23),,Austria,Communist Party of Austria (KPO),7579000,12000 est,12000,,+,,,,1918,Franz Muhri,0.66,1983,None,0,N/A,,,"Twenty-fifth, 13-15 Jan. 1984"
,,,Belgium,Belgian Communist Party (PCB/KPB),9872000,10000 est,10000,,+,,,,1921,Louis van Geyt,2.3,1981,2 of 212,2,212,,,"Twenty-fourth, Mar. and Dec. 1982 (two stages)"
,,,Cyprus,Progressive Party of the Working People (AKEL); Communist Party of Cyprus,662000,14000 cl,14000,,+,,,,1941; 1922,Ezekias Papaioannou,32.8,1981,12 of 35 Greek Cypriot seats,12,35,,,"Fifteenth, 13-15 May 1982"
,,,Denmark,Communist Party of Denmark (DKP),5112000,10000 est,10000,,+,,,,1919,Poul Emanuel (secretary),0.7,1984,None,0,N/A,,,"Twenty-seventh, 12-15 May 1983"
,,,Finland,Finnish Communist Party (SKP),4873000,50000 cl,50000,,+,,,,1918,Aarno Aitamurto,14,1983,27 of 200,27,200,,,"Twentieth, 25-27 May 1983"
,,,France,French Communist Party (PCF),55600000,610000 cl,610000,,+,,,,1920,Georges Marchais,16.2,1981,44 of 491,44,491,,,"Twenty-fourth, 3-7 Feb. 1982"
,,,Germany: Federal Republic of Germany,German Communist Party (DKP),59387000 (ex. W. Berlin),50482 cl,50482,,+,,,,1968,Herbert Mies,0.2,1983,None,0,N/A,,,"Seventh, 6-8 Jan. 1984"
,,,Great Britain,Communist Party of Great Britain (CPGB),56023000,16000 est,16000,,+,,,,1920,Gordon McLennan,0.03,1983,None,0,N/A,,,"Thirty-eighth, 12-15 Nov. 1983"
,,,Greece,Communist Party of Greece (KKE); Communist Party of Greece-Interior (KKE-I),9984000,42000 est; 12000 est,54000,,+; +,,,,1921; 1968,Kharilaos Florakis; Yiannis Banias,10.9; 1.3,1981,13 of 300; None,13,300,,,"Eleventh, 15-18 Dec. 1982; Third, 17-23 May 1982"
,,,Iceland,People's Alliance (AB),239000,3000 est,3000,,+,,,,1968,Svavar Gestsson,17.3,1983,10 of 60,10,60,,,"Biennial Congr., Nov. 1983"
,,,Ireland,Communist Party of Ireland (CPI),3575000,500 est,500,,+,,,,1933,James Stewart,N/A,1982,None,0,N/A,,,"Eighteenth, 14-16 May 1982"
,,,Italy,Italian Communist Party (PCI),56998000,1700000 cl,1700000,,+,,,,1921,Alessandro Natta (since June 1984),29.9,1983,198 of 630,198,630,,,"Sixteenth, 2-6 Mar. 1983"
,,,Luxembourg,Communist Party of Luxembourg (CPL),366000,600 est,600,,+,,,,1921,Rene Urbany,5,1979,2 of 59,2,59,,,"Twenty-fourth, 4-5 Feb. 1984"
,,,Malta,Communist Party of Malta (CPM),329599,100 est,100,,+,,,,1969,Anthony Vassallo,N/A,1981,None,0,N/A,,,"Extraordinary, 18-25 May 1984"
,,,Netherlands,Communist Party of the Netherlands (CPN),14437000,10000 est,10000,,+,,,,1909,Elli Izeboud,1.9,1982,3 of 150,3,150,,,"Extraordinary, 4 5 12 27 Feb. 1984"
,,,Norway,Norwegian Communist Party (NKP); Workers' Communist Party (AKP),4145000,500 est; 1000 est,1500,,+; +,,,,1923; 1973,Hans I. Kleven; Paal Steigan,0.3; 0.7,1981,None,0,N/A,,,"Eighteenth, 30 Mar.-2 Apr. 1984; Third, 4-5 Apr. 1983"
,,,Portugal,Portuguese Communist Party (PCP),10045000,200000 est,200000,,+,,,,1921,Alvaro Cunhal,18,1983,44 of 250,44,250,,,"Tenth, 8-11 Dec. 1983"
,,,San Marino,Communist Party of San Marino (PCS),22000,300 est,300,,+,,,,1941,Ermenegildo Gasperoni,24.3,1983,15 of 60,15,60,,,"Tenth, 1980"
,,,Spain,Spanish Communist Party (PCE); Communist Party (PC),38435000,84000 est; 25000 cl,109000,,+; +,,,,1920; 1984,Gerardo Iglesias; Ignacio Gallego,3.8,1982,4 of 350,4,350,,,"Eleventh, 14-18 Dec. 1983; First, 13-15 Jan. 1984"
,,,Sweden,Left Party Communists (VPK); Communist Workers' Party (APK),8335000,17500 cl; 5000 l,22500,,+; +,,,,1921; 1977,Lars Werner; Rolf Hagel,5.6; 0.1,1982,20 of 349,20,349,,,"Twenty-sixth, 20-24 Nov. 1981; Twenty-seventh, 1983"
,,,Switzerland,Swiss Labor Party (PdAS),6477000,4500 est,4500,,+,,,,1921,Armand Magnin,0.9,1983,1 of 200,1,200,,,"Twelfth, 21-22 May 1983"
,,,Turkey,Communist Party of Turkey (TCP),50207000,negligible,0,,0,,,,1920,Haydar Kutlu,N/A,,,N/A,N/A,,,"Fifth, Oct. or Nov. 1983"
,,,West Berlin,Socialist Unity Party of West Berlin (SEW),2000000,4500 est,4500,,+,,,,1949,Horst Schmitt,0.7,1981,None,0,N/A,,,"Seventh, 25-27 May 1984"
1990,Africa (11),,Angola,Popular Movement for the Liberation of Angola (MPLA); MPLA-PT,8533989,45000 cl,45000,,*,,,,1956; 1977,Jose Eduardo dos Santos,N/A,1980,All 203 MPLA approved,203,203,,,"Second, 9-11 Dec. 1985"
,,,Benin,People's Revolutionary Party of Benin (PRPB),4663832,2600 est,2600,,*,,,,1975,"Mathieu Kerekou (chairman, CC)",89.6,1989,All 206 PRPB approved,206,206,,,"Second, 18-24 Nov. 1985"
,,,Congo,Congolese Party of Labor (PCT),2227744,"9912 cl (Nguesso, at 4th congress)",9912,,*,,,,1969,Denis Sassou-Ngouesso (chairman),95,1984,All 153 PCT approved,153,153,,,"Fourth, 26-31 July 1989"
,,,Ethiopia,Workers' Party of Ethiopia (WPE),49762492,70000 cl,70000,,*,,,,1984,Mengistu Haile Mariam,85,1987,835 all WPE members,835,835,,,"First (Const.), 6-10 Sept. 1984"
,,,Lesotho,Communist Party of Lesotho (CPL),1711072,no data,N/A,,0 (tolerated),,,,1962,Jacob M. Kena,N/A,1985,,N/A,N/A,,,"Seventh, ""early 1987"""
,,,Mozambique,Front for the Liberation of Mozambique (FRELIMO),14275301,130000 cl,130000,,*,,,,1962,Joaquim Albert Chissano,N/A,1986,incomplete [?],N/A,N/A,,,"Fifth, 24-30 July 1989"
,,,Reunion,Reunion Communist Party (PCR),565548,2000 est,2000,,+,,,,1959,Paul Verges,35,1988,"13 of 44 left coal., 9 for PCR (local assembly); 2 in Paris",13,44,,,"Fifth, 12-14 July 1980"
,,,Senegal,Independence and Labor Party (PIT),7506197,no data,N/A,,+,,,,1957,Amath Dansoko,0.84,1988,None,0,N/A,,,"Second, 28 Sept.-2 Oct. 1984"
,,,South Africa,South African Communist Party (SACP),38509312,no data (increase of 90% in five years since last congress),N/A,,0,,,,1921,Joe Slovo (in exile); Dan Tloome (chairman),N/A,,,N/A,N/A,,,"Seventh, June 1989, in Havana"
,,,Sudan,Sudanese Communist Party (SCP),24476290,9000 est,9000,,+/0 (illegal after 30 June 1989),,,,1946,Muhammad Ibrahim Nugud Mansur,1.67,1986,"5 of 301; 2 in territ., 3 in grad constituencies",5,301,,,"Fourth (legal), 31 Oct. 1967"
,,,Zimbabwe,Zimbabwe African National Union (ZANU-PF),10022000,"[3000000] (Interestingly, only 2026976 votes were cast for Mugabe)",3000000,,*,,,,1963,Robert G. Mugabe (president and first secretary),76,1987,77 of 100,77,100,,,"Fourth, 12-19 Dec. 1989"
1990,The Americas (28),,Argentina,Communist Party of Argentina (PCA),31914473,80000 cl,80000,,+,,,,1918,Athos Fava to April; Patricio Echegaray (Fava chairman since Apr.),5.3,1987,None in Broad Front coal.,0,N/A,,,"Sixteenth, 4-7 Nov. 1986"
,,,Bolivia,Communist Party of Bolivia (PCB),6558601,500 cl,500,,+,,,,"1950 (split, 1985)","Humberto Ramirez (majority faction), Carlos Soria Galvarro (minority faction)",7.2,1989,12 of 130 are in United Left (IU) coalition; PCB's share of 12 seats not listed,12,130,,,"Fifth, 9-13 Feb. 1985; Extraordinary, 26-29 April 1986"
,,,Brazil,Brazilian Communist Party (PCB),150750232,130000 cl,130000,,+,,,,1922,Salomao Malina (chairman),N/A,1986,3 of 559,3,559,,,"Eighth (called National Meeting of Communists), 17-20 July 1987"
,,,Canada,Communist Party of Canada (CPC),26310836,3000 est,3000,,+,,,,1921,"George Hewison (general secretary), William Kashtan (chairman)",0.09,1988,None,0,N/A,,,"Twenty-seventh, 20-24 May 1988"
,,,Chile,Communist Party of Chile (CPC),12827411,20000 est,20000,,0,,,,1922,Luis Corvalan Lepe (in exile) to May; Volodia Teitelboim,6,1989,None,0,N/A,,,"Fifteenth, 5-12 May 1989"
,,,Colombia,Communist Party of Colombia (PCC),31945165,18000 est (incl. youth org.),18000,,+,,,,1930,Gilberto Vieira White,1.4,1986,9 of 199; Patriotic Union,9,199,,,"Fifteenth, 12-15 Dec. 1988"
,,,Costa Rica,"Popular Vanguard Party (PVP); Costa Rican People's Party (PPC), split from PVP",2953908,7500 est,7500,,+,,,,1931; 1984,Humberto Vargas Carbonell; Lenin Chacon Vargas,0.8,1986,"1 of 57, Popular Alliance; 1 of 57, United People's Coalition",2,57,,,"Fifteenth, 23-24 Aug. 1987"
,,,Cuba,Cuban Communist Party (PCC),10450360,600000 est,600000,,*,,,,1965,Fidel Castro Ruz [sic],N/A,1986,All 499 PCC approved,499,499,,,"Third, 4-7 Feb. and 30 Nov.-2 Dec. 1986"
,,,Dominican Republic,Dominican Communist Party (PCD),7106114,750 est,750,,+,,,,1944,Narciso Isa Conde,0.28,1986,None,0,N/A,,,"Fourth, 16-19 Mar. 1989"
,,,Ecuador,Communist Party of Ecuador (PCE); Marxist-Leninist Communist Party of Ecuador (PCE-ML),10262271,600 est; 600 est,1200,,+,,,,1928; 1972,"Rene Mauge Mosquera (member of parliament); Jaime Hurtado Gonzalez (national director, MPD)",3.6,1988,"2 of 71, Broad Leftist Front, FADI; 2 of 71, participates as Movimiento Popular Democratico (MPD)",4,71,,,"Eleventh, 21-23 July 1988; N/A"
,,,El Salvador,Communist Party of El Salvador (PCES) (one of five in FMLN),5124931,1000 est,1000,,0,,,,1930,Jorge Shafik Handal,N/A,1988,,N/A,N/A,,,"Seventh, Apr. 1979"
,,,Grenada,Maurice Bishop Patriotic Movement (MBPM),84480,no data,N/A,,+,,,,1984,Terrence Marryshow,5,1984,None,0,N/A,,,"Second, May 1988"
,,,Guadeloupe,Communist Party of Guadeloupe (PCG),341430,3000 est,3000,,+,,,,1958,Christian Celeste,N/A,1988,22 of 42; also 1 of 3 in Paris,22,42,,,"Ninth, 12-13 Mar. 1988"
